id	Drillhole	Texture	Sample 	Location	Analysis 	Depth	Mg24	Al27	Si29	P31	Ca43	Sc45	Ti49	V51	Cr53	Mn55	Co59	Ni60	Cu65	Zn66	Ga69	As75	Sr88	Y89	Zr90	Nb93	Mo95	Sn118	Sb121	Ba137	La139	Ce140	Pr141	Nd146	Sm147	Eu153	Gd157	Tb159	Dy163	Ho165	Er166	Tm169	Yb172	Lu175	Hf178	Ta181	W182	Pb206	Pb207	Pb208	Th232	U238	sumREY
241	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-17	26.30	246.78	754.46	1012.23	57.39	221.21	0.15	68.93	214.25	0.30	73.38	15.81	4.53	124.58	6.46	10.22	76.82	3.61	0.42	0.10	1135.56	20.24	794.25	10.62	2.76	0.92	1.89	0.18	0.64	0.13	0.04	0.11	0.02	0.14	0.04	0.13	0.03	0.32	0.09	0.00	1.02	553.31	172.59	25.16	5.49	3.86	145.43	5.11
242	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-18	26.30	228.57	725.53	873.24	44.31	199.92	0.23	94.59	208.73	0.50	71.69	13.98	4.08	90.27	5.32	10.10	89.64	1.86	0.54	0.07	1379.50	10.47	552.93	6.47	1.45	3.12	3.99	0.33	0.69	0.12	0.08	0.17	0.03	0.21	0.04	0.14	0.04	0.27	0.07	0.02	3.41	211.12	114.63	17.14	4.01	2.23	92.62	9.86
243	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-19	26.30	247.13	727.02	882.20	46.87	223.25	0.12	46.96	254.15	0.40	63.15	22.54	4.90	108.14	4.41	10.14	97.47	2.50	6.66	0.07	1823.01	25.87	730.72	9.40	2.13	0.82	2.12	0.19	0.85	0.22	0.04	0.26	0.10	1.09	0.39	1.98	0.42	4.03	0.88	0.00	1.51	265.21	622.88	75.22	17.95	111.95	549.08	20.05
244	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-2	26.30	55.32	815.91	1204.79	62.07	403.86	0.09	60.31	325.63	0.33	26.61	14.62	10.22	87.88	6.63	13.70	94.47	3.37	7.17	0.03	237.46	34.71	586.11	16.08	4.72	3.28	6.90	0.60	1.77	0.23	0.10	0.31	0.11	1.09	0.42	1.92	0.42	4.13	0.89	0.00	0.19	389.07	646.14	77.09	11.28	56.38	599.44	29.35
245	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-20	26.30	141.68	724.97	884.28	48.44	780.33	0.10	43.81	257.70	0.51	53.51	20.96	2.47	72.89	7.91	10.21	98.00	2.77	8.65	0.09	1737.28	30.54	861.47	18.85	3.21	2.75	4.96	0.40	1.10	0.32	0.10	0.49	0.17	1.46	0.54	2.48	0.53	4.93	1.08	0.00	1.39	290.60	778.42	102.85	27.33	126.60	682.65	29.97
246	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-21	26.30	172.07	919.37	1014.83	56.91	225.45	0.06	47.21	270.38	0.41	58.57	19.53	3.53	165.53	4.80	10.86	87.27	2.32	10.43	0.02	1977.63	29.62	865.35	12.25	2.28	3.19	5.98	0.48	1.68	0.43	0.15	0.72	0.16	1.90	0.55	2.88	0.68	6.58	1.42	0.00	1.61	297.90	862.44	106.15	24.89	153.88	772.24	37.22
247	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-22	26.30	111.28	829.07	1039.75	66.07	337.70	0.34	107.69	243.75	0.32	52.27	5.29	8.24	215.12	7.25	9.63	75.24	4.80	7.85	0.17	1745.45	27.71	277.64	16.99	5.93	2.82	6.75	0.46	1.53	0.40	0.15	0.73	0.20	1.43	0.52	2.31	0.51	4.68	1.07	0.02	1.66	221.32	655.42	89.52	32.72	140.56	548.98	31.40
248	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-23	26.30	126.09	1044.03	1200.04	130.62	335.12	0.46	78.88	256.99	0.52	56.49	5.00	7.13	63.31	4.47	12.94	87.77	2.22	11.11	0.19	2136.80	28.64	364.20	13.13	2.45	3.28	8.57	0.75	2.29	0.63	0.20	0.91	0.25	2.41	0.64	3.07	0.71	6.18	1.33	0.02	1.89	248.25	826.38	106.39	29.00	144.28	720.41	42.32
249	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-24	26.30	229.64	699.20	792.64	55.26	759.17	0.10	65.27	255.69	0.35	79.35	30.06	1.53	61.55	6.15	10.69	97.28	1.55	9.40	0.04	2873.38	31.92	893.80	12.65	0.84	0.66	2.35	0.21	0.69	0.23	0.10	0.59	0.18	1.74	0.54	2.65	0.64	5.57	1.31	0.00	2.39	275.34	763.06	99.18	26.53	144.64	667.91	26.85
250	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-25	26.30	316.89	678.09	829.32	52.37	325.52	0.18	101.05	247.33	0.44	97.39	27.76	3.74	178.44	5.88	10.37	83.71	4.67	10.33	0.12	2234.00	25.50	586.54	10.50	37.95	1.97	2.92	0.21	0.75	0.25	0.18	0.80	0.25	2.30	0.60	2.60	0.55	4.92	1.04	0.02	1.85	240.53	637.91	81.66	21.83	121.90	564.25	29.67
251	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-26	26.30	326.83	755.77	841.08	36.46	229.29	0.09	50.27	266.06	0.27	89.45	43.36	1.44	153.28	6.24	10.49	97.16	3.38	8.80	0.03	2723.52	36.62	1106.44	11.67	6.77	1.25	3.28	0.22	1.01	0.20	0.07	0.50	0.13	1.51	0.52	2.43	0.59	5.55	1.28	0.01	2.32	269.19	762.66	95.17	26.16	177.35	659.87	27.33
252	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-3	26.30	79.21	892.67	1051.04	57.06	337.78	0.08	63.86	324.24	0.31	24.88	21.85	5.38	102.42	4.04	14.08	64.38	4.81	7.60	0.06	308.02	32.26	767.00	11.23	8.21	2.27	5.18	0.46	1.47	0.23	0.08	0.44	0.10	1.09	0.40	1.95	0.47	4.62	1.00	0.00	0.30	337.37	666.97	78.75	8.45	41.76	600.99	27.35
253	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-4	26.30	46.45	1003.79	1293.00	57.68	332.24	0.17	59.77	325.34	0.31	28.23	16.71	5.32	124.82	7.83	13.67	81.06	3.71	9.81	0.11	268.83	34.33	830.93	17.71	6.88	3.37	8.81	0.75	2.49	0.54	0.21	0.85	0.21	1.87	0.56	2.64	0.56	5.32	1.10	0.00	0.19	331.34	792.33	96.05	16.64	75.46	756.33	39.09
254	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-5	26.30	48.99	1125.99	1259.81	62.96	365.79	0.12	64.77	329.36	0.36	23.30	15.27	4.53	201.91	4.68	15.14	124.25	2.56	8.96	0.12	302.21	35.78	798.08	14.75	15.07	2.03	5.44	0.47	1.78	0.52	0.12	0.74	0.17	1.50	0.43	2.21	0.50	4.93	1.07	0.02	0.32	412.76	745.75	89.67	13.43	68.80	700.76	30.87
255	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-6	26.30	58.94	976.57	1185.64	61.90	4608.30	0.17	88.98	328.78	0.33	29.25	17.95	5.27	167.27	6.80	14.20	81.43	5.13	9.54	0.05	439.35	40.89	732.68	14.62	5.63	2.85	7.56	0.65	2.35	0.57	0.16	0.85	0.18	1.57	0.53	2.12	0.47	4.45	0.93	0.03	0.39	475.12	687.58	84.46	15.79	69.45	622.79	34.78
256	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-7	26.30	39.07	1384.12	1834.89	92.68	206.59	0.26	77.23	294.42	0.55	23.66	13.59	11.73	101.25	6.98	13.88	115.47	2.37	7.18	0.15	444.78	74.66	633.04	20.45	4.21	1.31	5.09	0.49	2.11	0.72	0.19	0.94	0.21	1.66	0.45	1.83	0.39	3.49	0.70	0.00	0.50	749.00	448.44	60.92	15.20	51.79	423.02	26.77
257	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-8	26.30	53.51	844.93	1237.69	79.80	369.12	0.09	64.42	331.98	0.38	28.91	16.87	9.54	110.57	8.98	14.47	105.58	3.23	12.37	0.17	310.00	35.35	595.11	16.66	12.23	3.72	11.34	0.99	3.74	0.96	0.33	1.32	0.31	2.44	0.69	2.88	0.54	5.45	1.09	0.01	0.30	436.86	856.64	104.75	17.34	84.90	806.35	48.16
258	RU34-8890D	Coarse Hm with U-min inclusions	CLC053B	Middle part, sedimentary protolith?	CLC53bHmC-9	26.30	109.89	849.78	793.11	43.61	249.27	0.05	91.96	361.86	0.43	30.61	15.01	4.13	136.87	5.79	12.92	35.75	3.97	9.99	0.01	371.54	41.52	883.48	14.53	5.79	1.53	4.71	0.32	1.33	0.31	0.07	0.62	0.19	1.64	0.53	2.43	0.58	5.82	1.23	0.01	0.28	472.36	942.77	111.26	13.77	83.08	855.88	31.31
259	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-1	26.75	227.46	1019.71	824.46	57.68	120.30	0.06	116.78	340.08	0.37	100.48	35.47	0.24	118.22	9.35	10.99	62.07	1.50	7.73	0.04	809.14	42.74	962.00	10.24	3.63	0.58	1.72	0.10	0.56	0.09	0.02	0.42	0.13	1.24	0.40	2.07	0.46	4.09	1.04	0.00	1.69	614.14	650.38	95.06	23.89	106.24	682.85	20.64
260	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-10	26.75	248.60	1030.15	1009.85	52.77	126.46	0.19	370.48	359.13	0.32	61.89	19.76	5.15	100.84	5.24	11.13	86.13	2.24	11.52	0.04	2431.60	33.53	447.52	9.32	3.23	2.26	6.53	0.57	2.56	0.58	0.15	0.80	0.22	1.93	0.67	3.26	0.60	6.65	1.74	0.00	4.49	361.16	557.45	82.22	25.82	109.45	601.34	40.03
261	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-11	26.75	177.31	1108.45	919.12	37.35	138.75	0.08	399.89	385.69	0.73	53.55	19.33	3.13	57.36	2.34	10.38	131.69	1.53	12.07	0.08	3190.65	37.19	684.64	11.33	1.39	0.80	2.70	0.28	1.62	0.39	0.13	0.61	0.30	2.66	0.74	3.29	0.73	7.74	1.67	0.00	5.93	391.84	604.26	88.81	21.44	129.36	654.97	35.73
262	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-12	26.75	263.89	926.55	604.97	42.11	320.78	0.15	322.40	360.05	0.32	76.37	24.83	5.00	78.08	9.81	10.13	54.36	1.33	12.47	0.18	2482.54	29.87	501.36	10.12	2.38	1.48	5.47	0.67	2.45	0.57	0.14	1.03	0.31	2.78	0.75	3.56	0.74	7.08	1.71	0.00	4.76	329.16	688.85	99.14	28.09	111.59	715.14	41.21
263	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-13	26.75	288.26	880.35	635.59	35.62	112.67	0.12	485.65	374.94	0.33	92.80	27.62	4.81	112.51	7.99	10.25	63.49	3.13	8.87	0.04	2684.62	25.17	467.94	9.35	22.55	1.69	4.90	0.31	1.03	0.31	0.08	0.63	0.24	1.80	0.53	2.43	0.55	4.96	1.08	0.00	5.02	426.91	507.34	75.41	29.48	146.79	541.14	29.41
264	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-14	26.75	150.59	1224.59	1005.37	53.03	123.02	0.26	289.28	403.77	1.61	65.94	26.86	0.55	53.69	4.88	11.03	139.66	1.44	8.98	0.04	1957.05	40.67	917.06	11.36	0.55	0.39	1.47	0.10	0.68	0.18	0.04	0.32	0.17	1.47	0.48	2.50	0.42	5.41	1.36	0.09	3.48	553.23	616.56	79.09	20.14	132.97	657.76	23.96
265	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-15	26.75	250.96	1385.01	1418.18	42.74	109.06	0.07	350.05	381.36	0.32	73.52	25.82	1.99	45.67	5.94	11.76	85.76	1.16	9.81	0.07	2397.17	30.78	729.22	9.93	1.87	0.90	3.49	0.38	1.98	0.31	0.12	0.89	0.22	1.77	0.56	2.40	0.61	5.61	1.40	0.00	4.80	464.58	563.30	80.80	26.22	146.38	626.83	30.45
266	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-16	26.75	146.69	987.86	702.60	46.90	117.47	0.15	494.14	414.00	0.33	41.73	15.47	1.92	83.14	3.57	11.01	52.81	1.78	8.70	0.14	2721.31	41.30	699.17	10.37	2.69	1.73	6.11	0.48	2.56	0.69	0.18	0.86	0.22	1.80	0.53	2.72	0.44	4.59	1.33	0.06	4.90	531.07	492.42	77.22	34.46	164.47	520.63	32.93
267	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-17	26.75	147.31	982.98	770.42	43.45	236.39	0.06	405.38	384.86	0.31	54.64	29.46	0.77	127.08	4.16	11.76	84.82	2.04	8.10	0.07	1875.23	39.21	1046.42	9.85	2.37	3.84	9.09	0.67	2.34	0.51	0.11	0.64	0.19	1.51	0.39	2.31	0.41	5.04	1.16	0.00	3.58	749.48	709.13	97.89	35.72	201.33	783.19	36.31
268	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-18	26.75	213.05	1090.38	815.43	35.05	439.82	0.27	629.95	401.45	0.32	79.71	39.15	0.97	1393.27	5.97	11.10	73.24	2.93	10.00	0.25	3539.34	44.37	925.91	13.86	6.19	3.50	9.95	0.80	2.39	0.40	0.10	0.58	0.19	1.96	0.52	2.87	0.50	4.95	1.31	0.00	6.36	542.55	600.38	86.29	40.27	218.39	665.06	40.02
269	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-19	26.75	240.50	1048.00	969.24	61.22	123.93	0.48	435.81	360.56	0.31	77.94	33.25	1.84	357.53	7.57	33.89	85.76	10.57	7.67	0.18	2335.79	61.54	759.64	13.04	1346.74	1.31	4.00	0.39	0.93	0.31	0.06	0.46	0.12	1.60	0.43	1.95	0.37	4.48	1.08	0.00	3.84	477.11	508.35	71.40	27.17	135.39	548.92	25.16
270	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-2	26.75	201.23	1146.50	869.15	50.97	143.80	0.07	238.19	379.14	0.83	56.18	32.39	0.76	30.87	5.30	11.26	104.43	0.92	11.56	0.18	1531.69	31.37	758.31	9.33	5.45	1.30	3.74	0.27	1.15	0.47	0.09	0.63	0.21	2.35	0.50	3.20	0.64	6.73	1.42	0.00	3.03	476.83	629.69	86.38	24.34	159.82	669.13	34.25
271	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-20	26.75	388.06	986.84	589.90	36.35	268.23	0.07	502.16	401.35	0.71	111.09	42.96	2.23	161.44	8.29	11.40	46.09	3.17	8.35	0.00	2779.96	26.31	886.95	9.10	14.42	1.90	5.91	0.60	3.33	0.41	0.07	0.71	0.21	1.37	0.47	2.53	0.46	4.83	1.20	0.00	5.25	457.35	492.07	69.85	22.81	129.54	535.36	32.34
272	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-21	26.75	260.35	1050.56	1183.50	45.89	124.43	0.18	481.31	440.24	0.78	77.72	23.82	7.02	317.07	8.08	11.28	76.51	4.27	7.37	0.18	2188.51	29.38	606.56	12.43	10.27	9.34	22.03	1.27	4.29	0.79	0.08	0.66	0.17	1.53	0.46	2.32	0.33	3.95	0.99	0.00	5.14	519.90	455.21	71.62	42.33	190.43	491.81	55.58
273	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-22	26.75	200.81	1177.93	1211.75	55.43	107.72	0.04	500.44	400.92	0.81	62.17	37.23	1.22	104.39	3.50	10.94	182.35	1.64	9.26	0.11	2881.76	34.15	907.53	12.33	1.85	1.78	5.13	0.38	1.49	0.39	0.11	0.57	0.14	1.82	0.60	2.39	0.63	5.56	1.44	0.00	5.49	548.19	563.95	75.21	25.65	171.59	611.58	31.69
274	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-23	26.75	215.35	860.28	663.91	49.75	99.47	0.07	466.17	430.69	0.30	59.67	26.87	2.94	163.28	6.13	10.22	65.54	2.18	9.99	0.05	2768.67	31.97	664.77	11.18	2.61	1.65	4.71	0.35	1.50	0.17	0.13	0.77	0.18	1.83	0.68	2.88	0.49	5.27	1.17	0.00	4.67	474.80	567.90	85.18	34.70	161.19	621.09	31.76
275	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-24	26.75	211.33	1475.44	1722.95	35.95	127.49	0.80	512.67	486.78	0.31	47.42	19.46	4.60	241.75	7.23	11.91	124.99	3.33	8.42	0.00	2500.07	103.13	508.21	10.34	8.26	3.47	7.52	0.65	2.37	0.42	0.22	0.85	0.20	1.92	0.57	2.70	0.40	4.38	0.98	0.06	5.36	348.87	404.17	62.51	29.93	110.71	426.59	35.07
276	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-3	26.75	465.42	992.33	589.39	27.71	126.76	0.16	339.03	392.90	0.38	140.25	38.26	0.90	64.50	10.89	10.58	25.62	1.71	8.76	0.04	2501.96	40.36	851.87	7.86	4.18	0.62	1.98	0.09	0.38	0.19	0.02	0.64	0.18	1.83	0.61	2.06	0.56	6.19	1.45	0.00	4.36	554.64	607.94	84.87	24.97	154.03	640.75	25.55
277	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-4	26.75	238.61	872.22	772.57	44.00	113.57	0.23	299.42	363.86	0.36	61.92	23.50	4.88	154.07	5.85	10.16	81.00	1.74	10.66	0.07	1907.49	30.43	536.48	9.27	4.02	4.79	15.73	1.02	3.27	0.72	0.12	0.84	0.23	2.28	0.55	3.04	0.61	5.62	1.38	0.07	3.95	513.06	622.47	92.99	37.81	210.41	680.44	50.85
278	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-5	26.75	250.31	1049.39	618.15	53.11	229.47	0.11	413.84	390.73	0.35	95.52	32.93	0.75	55.65	12.05	10.83	74.75	1.56	14.72	0.04	2715.36	37.78	818.69	15.29	1.05	1.08	3.74	0.22	1.18	0.45	0.10	1.06	0.30	2.18	0.84	3.89	0.74	7.33	1.76	0.09	5.49	509.95	804.57	120.92	42.05	194.63	844.51	39.59
279	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-6	26.75	240.57	910.18	787.50	32.71	244.32	0.04	277.42	337.69	0.35	71.59	14.85	4.92	78.41	8.77	9.74	61.44	2.75	11.35	0.00	1950.86	19.91	401.94	9.12	1.64	1.78	4.28	0.25	0.87	0.56	0.10	1.04	0.28	2.49	0.71	2.97	0.69	5.81	1.43	0.00	4.34	297.15	597.96	82.91	29.10	141.09	623.99	34.61
280	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-7	26.75	380.26	985.65	750.01	58.09	110.06	0.06	209.91	355.28	0.79	106.00	36.88	2.74	49.68	10.01	11.97	68.89	1.47	10.18	0.07	1363.80	39.39	716.02	14.24	2.96	4.41	13.99	0.68	2.50	0.58	0.09	0.78	0.23	1.91	0.61	2.44	0.59	5.66	1.48	0.00	2.77	589.87	754.44	107.32	36.80	177.58	789.02	46.13
281	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-8	26.75	396.61	1003.82	702.36	54.80	127.54	0.06	364.90	360.31	0.34	96.99	44.08	1.46	73.77	10.20	11.21	69.44	1.57	12.27	0.00	2176.45	33.69	772.49	11.00	2.44	2.41	7.61	0.60	2.81	0.59	0.10	0.87	0.19	2.53	0.67	3.63	0.65	7.20	1.70	0.05	3.93	443.18	734.71	97.53	29.77	167.41	773.15	43.83
282	RU34-8890D	Coarse Hm with U-min inclusions	CLC054A	Middle part, sedimentary protolith?	CLC54A-9	26.75	302.22	1104.87	779.74	48.10	125.97	0.26	252.83	344.85	0.33	67.29	22.05	4.01	62.31	6.37	10.15	72.36	1.70	11.62	0.26	1529.74	40.78	617.40	14.40	3.28	0.98	4.10	0.25	1.16	0.32	0.13	0.66	0.22	2.06	0.63	3.28	0.72	6.32	1.54	0.00	3.33	374.30	695.60	101.69	31.90	146.49	730.73	33.98
283	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-1	26.75	134.20	1140.89	887.90	56.02	114.33	0.05	127.06	435.13	0.32	32.60	14.54	1.78	74.96	4.06	13.26	116.51	0.88	15.85	0.04	824.64	39.76	880.13	18.00	1.94	2.25	8.33	0.64	1.84	0.79	0.10	1.50	0.35	2.49	0.86	3.95	0.69	7.87	1.88	0.06	0.58	523.95	1031.89	132.13	26.31	146.30	1090.61	49.39
284	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-10	26.75	52.33	1051.86	1392.57	42.93	115.88	0.06	188.28	351.06	0.31	18.40	10.78	4.29	91.93	2.16	12.02	111.75	2.63	11.00	0.05	565.10	41.55	508.56	14.70	6.32	3.51	11.09	1.00	4.56	1.47	0.18	1.56	0.28	2.53	0.63	2.80	0.52	4.65	1.21	0.04	0.76	599.13	618.07	79.19	16.51	76.50	643.69	47.00
285	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-11	26.75	83.38	1021.03	1069.67	63.84	109.94	0.08	131.13	388.85	0.29	25.18	7.68	3.33	114.89	3.47	12.74	123.42	1.39	12.92	0.07	721.07	40.55	696.78	13.90	2.39	2.52	7.95	0.63	2.56	0.64	0.08	0.93	0.26	2.30	0.69	3.42	0.72	7.21	1.64	0.00	0.63	514.61	874.11	115.43	19.92	115.41	896.74	44.46
286	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-12	26.75	113.75	1544.57	1884.20	118.06	322.85	0.77	427.55	299.14	0.66	50.08	11.91	1.71	60.92	11.15	12.61	119.30	4.39	10.47	0.62	845.63	32.19	585.81	30.52	10.35	1.23	4.24	0.30	1.55	0.60	0.16	1.14	0.25	2.04	0.65	2.26	0.48	5.06	1.07	0.04	1.02	323.54	632.15	96.53	34.34	77.83	623.10	31.49
287	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-13	26.75	56.53	936.61	1217.90	73.78	113.38	0.07	120.75	377.33	0.88	24.10	11.06	2.85	96.89	6.37	15.01	86.80	3.75	10.30	0.53	532.53	25.81	562.35	16.23	12.73	3.15	7.33	0.73	2.37	0.61	0.17	0.66	0.20	1.74	0.57	2.93	0.58	5.70	1.15	0.00	0.62	287.41	673.67	89.97	16.72	60.59	699.98	38.19
288	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-14	26.75	99.47	1068.25	1074.12	87.70	453.56	0.05	195.38	394.86	0.30	46.92	10.93	3.00	273.25	6.67	13.10	96.59	3.00	14.94	0.07	1167.33	32.71	656.73	23.73	10.49	2.45	7.76	0.61	2.13	0.55	0.19	1.34	0.31	3.02	0.79	4.21	0.81	8.47	1.63	0.06	0.73	401.52	943.69	139.07	33.15	141.89	968.91	49.21
289	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-15	26.75	69.94	930.67	1060.85	70.59	117.08	0.10	242.33	387.05	0.80	32.35	17.35	3.25	451.63	3.89	13.64	77.05	2.51	11.58	0.07	974.39	24.84	618.43	11.79	3.93	2.56	8.75	0.91	4.06	0.82	0.13	1.11	0.26	2.33	0.76	2.78	0.55	6.01	1.31	0.00	1.18	399.23	622.26	80.44	18.30	96.63	661.57	43.92
290	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-16	26.75	85.50	937.46	1029.25	48.18	314.98	0.04	215.24	383.15	0.61	32.69	11.44	3.43	85.98	3.89	14.46	89.99	9.01	14.87	0.18	1194.42	31.28	620.61	17.24	175.28	4.69	13.77	0.97	3.47	0.94	0.14	1.40	0.43	2.66	0.70	4.23	0.75	7.51	1.53	0.00	0.62	403.73	949.55	123.92	26.10	142.12	959.62	58.07
291	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-17	26.75	61.05	1131.13	1250.18	82.49	755.93	0.05	132.51	406.81	0.30	24.10	8.41	4.10	78.20	4.61	14.05	78.36	3.64	16.39	0.15	850.30	22.62	722.35	15.50	17.89	8.89	22.98	1.59	4.31	0.73	0.26	1.14	0.30	2.47	0.88	4.08	0.76	7.54	1.61	0.00	0.70	315.71	1007.59	125.61	24.37	132.82	1039.60	73.93
292	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-18	26.75	64.60	1496.40	1522.16	51.44	569.58	1.36	423.21	290.81	0.32	39.54	16.29	15.50	6626.53	9.28	9.23	55.58	4.00	8.45	1.11	466.18	111.51	410.27	50.91	20.36	1.49	5.10	0.63	2.13	0.65	0.24	0.60	0.26	1.86	0.66	2.11	0.49	3.76	0.80	0.05	0.42	318.94	547.94	81.49	26.14	64.76	520.70	29.23
293	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-19	26.75	117.42	1435.14	1498.72	57.69	131.25	0.94	371.17	373.53	0.31	29.03	18.52	6.46	343.87	9.88	12.69	147.03	3.26	12.92	0.46	757.43	65.19	822.72	58.20	11.83	1.25	4.24	0.47	1.65	0.71	0.08	0.64	0.25	2.10	0.78	2.99	0.80	7.36	1.50	0.09	0.65	416.77	998.28	131.08	23.46	96.90	958.88	37.74
294	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-2	26.75	106.20	800.18	1094.47	47.70	260.02	0.35	136.88	387.44	0.30	66.45	12.74	4.09	116.18	4.55	12.97	86.90	4.74	13.66	0.10	2077.97	25.95	435.88	14.53	13.73	4.65	11.80	1.09	3.69	0.58	0.23	1.34	0.29	2.42	0.72	3.79	0.61	6.19	1.54	0.00	1.73	292.80	768.21	103.91	21.77	101.40	831.91	52.60
295	RU34-8890D	Coarse Hm with U-min inclusions	CLC054B	Middle part, sedimentary protolith?	CLC54B-20	26.75	130.84	1236.76	1011.87	52.94	125.08	0.07	147.12	440.23	0.31	44.96	22.17	0.59	138.09	5.33	13.55	97.67	2.15	14.69	0.30	873.66	39.45	871.05	21.16	2.58	2.06	6.63	0.46	1.93	0.42	0.12	1.43	0.29	2.46	0.88	4.43	0.86	8.35	1.65	0.00	0.50	506.37	1007.72	131.17	26.78	146.51	993.43	46.66
